1657213086 0.189
1657213088 0.189
1657213088 0.189
1657213089 0.189
1657213089 0.189
1657213090 0.189
1657213091 0.189
1657213091 0.189
1657213092 0.189
1657213092 0.189
1657213093 0.189
1657213093 0.189
1657213094 0.189
1657213094 0.189
1657213095 0.189
1657213095 0.189
1657213095 0.189
1657213096 0.189
1657213096 0.189
1657213096 0.189
1657213097 0.189
1657213097 0.189
1657213098 0.189
1657213098 0.189
1657213098 0.189
1657213099 0.189
1657213099 0.189
1657213099 0.189
1657213100 0.189
1657213100 0.189
1657213100 0.189
1657213101 0.189
1657213101 0.189
1657213102 0.189
1657213103 0.189
1657213104 0.189
1657213104 0.189
1657213105 0.189
1657213105 0.189
1657213106 0.189
1657213106 0.189
1657213107 0.189
1657213107 0.189
1657213108 0.189
1657213108 0.189
1657213109 0.189
1657213110 0.189
1657213111 0.189
1657213111 0.189
1657213112 0.189
1657213112 0.189
1657213113 0.189
1657213113 0.189
1657213113 0.189
1657213114 0.189
1657213114 0.189
1657213114 0.189
1657213115 0.189
1657213115 0.189
1657213116 0.189
1657213116 0.189
1657213117 0.302
1657213117 0.189
1657213118 0.189
1657213118 0.189
1657213118 0.189
1657213119 0.189
1657213119 0.302
1657213119 0.302
1657213120 0.302
1657213120 0.302
1657213121 0.189
1657213121 0.302
1657213121 0.302
1657213122 0.302
1657213122 0.302
1657213122 0.302
1657213123 0.302
1657213123 0.302
1657213124 0.302
1657213124 0.302
1657213124 0.302
1657213125 0.302
1657213125 0.302
1657213126 0.302
1657213126 0.302
1657213126 0.302
1657213127 0.302
1657213127 0.302
1657213127 0.302
1657213128 0.302
1657213128 0.302
1657213129 0.302
1657213129 0.302
1657213130 0.302
1657213131 0.302
1657213131 0.302
1657213132 0.302
1657213132 0.302
1657213132 0.302
1657213133 0.302
1657213133 0.302
1657213133 0.302
1657213134 0.302
1657213135 0.302
1657213135 0.302
1657213135 0.302
1657213136 0.302
1657213136 0.302
1657213136 0.302
1657213137 0.302
1657213137 0.302
1657213138 0.302
1657213139 0.302
1657213139 0.302
1657213139 0.302
1657213140 0.302
1657213140 0.302
1657213141 0.302
1657213141 0.302
1657213141 0.302
1657213142 0.302
1657213142 0.302
1657213143 0.302
1657213143 0.302
1657213144 0.302
1657213144 0.302
1657213144 0.302
1657213145 0.302
1657213145 0.302
1657213146 0.302
1657213146 0.302
1657213146 0.302
1657213147 0.311
1657213147 0.311
1657213148 0.311
1657213148 0.311
1657213148 0.311
1657213149 0.311
1657213149 0.311
1657213150 0.311
1657213150 0.311
1657213151 0.302
1657213151 0.311
1657213151 0.311
1657213152 0.311
1657213152 0.311
1657213153 0.311
1657213153 0.311
1657213153 0.311
1657213154 0.311
1657213154 0.311
1657213155 0.311
1657213155 0.311
1657213156 0.311
1657213156 0.311
1657213157 0.311
1657213157 0.311
1657213157 0.311
1657213158 0.311
1657213158 0.311
1657213158 0.311
1657213159 0.311
1657213159 0.311
1657213160 0.311
1657213160 0.311
1657213160 0.311
1657213161 0.311
1657213161 0.311
1657213162 0.311
1657213162 0.311
1657213163 0.311
1657213163 0.311
1657213164 0.311
1657213165 0.311
1657213165 0.311
1657213165 0.311
1657213166 0.311
1657213167 0.311
1657213168 0.311
1657213168 0.311
1657213168 0.311
1657213169 0.311
1657213169 0.311
1657213170 0.311
1657213170 0.311
1657213170 0.311
1657213171 0.311
1657213171 0.311
1657213172 0.311
1657213172 0.311
1657213172 0.311
1657213173 0.311
1657213173 0.311
1657213173 0.311
1657213174 0.311
1657213174 0.311
1657213175 0.311
1657213175 0.311
1657213175 0.311
1657213176 0.311
1657213176 0.311
1657213176 0.311
1657213177 0.311
1657213177 0.331
1657213178 0.331
1657213178 0.331
1657213179 0.331
1657213179 0.331
1657213180 0.311
1657213180 0.311
1657213181 0.311
1657213181 0.331
1657213181 0.331
1657213182 0.448
1657213182 0.448
1657213182 0.448
1657213183 0.331
1657213183 0.448
1657213184 0.331
1657213184 0.331
1657213184 0.331
1657213185 0.448
1657213185 0.448
1657213185 0.448
1657213186 0.331
1657213186 0.331
1657213186 0.448
1657213187 0.331
1657213187 0.331
1657213187 0.448
1657213188 0.448
1657213188 0.331
1657213188 0.448
1657213189 0.448
1657213189 0.331
1657213190 0.331
1657213190 0.331
1657213191 0.331
1657213191 0.448
1657213192 0.331
1657213193 0.331
1657213193 0.448
1657213194 0.448
1657213194 0.448
1657213195 0.448
1657213195 0.448
1657213195 0.448
1657213196 0.331
1657213196 0.448
1657213196 0.448
1657213197 0.331
1657213197 0.448
1657213198 0.448
1657213199 0.331
1657213199 0.331
1657213200 0.331
1657213200 0.448
1657213201 0.331
1657213201 0.331
1657213202 0.331
1657213202 0.331
1657213202 0.331
1657213203 0.448
1657213203 0.331
1657213204 0.448
1657213204 0.448
1657213205 0.331
1657213205 0.448
1657213206 0.448
1657213206 0.331
1657213207 0.448
1657213207 0.448
1657213207 0.448
1657213208 0.267
1657213208 0.448
1657213209 0.448
1657213209 0.267
1657213209 0.267
1657213210 0.448
1657213210 0.267
1657213210 0.267
1657213211 0.267
1657213211 0.255
1657213211 0.255
1657213212 0.255
1657213212 0.255
1657213212 0.267
1657213213 0.267
1657213213 0.267
1657213214 0.267
1657213214 0.255
1657213214 0.267
1657213215 0.255
1657213215 0.255
1657213216 0.267
1657213217 0.255
1657213217 0.267
1657213218 0.255
1657213218 0.267
1657213218 0.255
1657213219 0.255
1657213219 0.255
1657213220 0.267
1657213220 0.255
1657213220 0.255
1657213221 0.267
1657213221 0.267
1657213222 0.255
1657213222 0.267
1657213223 0.255
1657213224 0.255
1657213224 0.267
1657213224 0.267
1657213225 0.267
1657213225 0.267
1657213225 0.267
1657213226 0.255
1657213226 0.255
1657213226 0.267
1657213227 0.255
1657213228 0.267
1657213229 0.267
1657213230 0.255
1657213230 0.267
1657213231 0.267
1657213231 0.267
1657213232 0.267
1657213232 0.255
1657213233 0.267
1657213233 0.267
1657213233 0.267
1657213234 0.255
1657213234 0.267
1657213235 0.255
1657213235 0.267
1657213235 0.255
1657213236 0.267
1657213236 0.255
1657213237 0.450
1657213237 0.255
1657213237 0.255
1657213238 0.255
1657213238 0.450
1657213238 0.255
1657213239 0.255
1657213239 0.450
1657213239 0.450
1657213240 0.255
1657213241 0.450
1657213241 0.345
1657213242 0.450
1657213242 0.450
1657213242 0.450
1657213243 0.345
1657213243 0.345
1657213243 0.450
1657213244 0.450
1657213244 0.345
1657213244 0.450
1657213245 0.345
1657213245 0.450
1657213245 0.345
1657213246 0.345
1657213246 0.450
1657213247 0.450
1657213247 0.450
1657213247 0.345
1657213248 0.345
1657213248 0.345
1657213249 0.345
1657213250 0.345
1657213250 0.450
1657213250 0.345
1657213251 0.450
1657213251 0.450
1657213251 0.450
1657213252 0.345
1657213253 0.345
1657213253 0.450
1657213254 0.450
1657213255 0.450
1657213255 0.345
1657213256 0.450
1657213256 0.450
1657213256 0.345
1657213257 0.450
1657213257 0.450
1657213258 0.345
1657213258 0.345
1657213259 0.450
1657213259 0.345
1657213260 0.450
1657213260 0.345
1657213260 0.345
1657213261 0.345
1657213261 0.345
1657213262 0.345
